Penyakit,Gejala 1,Gejala 2,Gejala 3,Gejala 4,Gejala 5,Gejala 6,Gejala 7,Gejala 8,Gejala 9,Gejala 10,Gejala 11,Gejala 12,Gejala 13,Gejala 14,Gejala 15,Gejala 16,Gejala 17,Gejala 18,Gejala 19
Orf,Tidak nafsu makan,Radang basah, Keropeng pada mulut,Kulit menebal,kemerahan kulit (eritema),Lesi kulit terbentuk di mulut,Radang kulit,Popula,Vesikula,,,,,,,,,,
Orf,Radang kulit,Lesi kulit terbentuk di mulut,Kulit menebal, Keropeng pada mulut,kemerahan kulit (eritema),Radang basah,Popula,Vesikula,Tidak nafsu makan,,,,,,,,,,
Orf,Lesi kulit terbentuk di mulut,Vesikula,Kulit menebal,kemerahan kulit (eritema),Popula, Keropeng pada mulut,Tidak nafsu makan,Radang kulit,Radang basah,,,,,,,,,,
Orf,Vesikula,Radang kulit,Kulit menebal,Radang basah,Tidak nafsu makan,Lesi kulit terbentuk di mulut,Popula, Keropeng pada mulut,kemerahan kulit (eritema),,,,,,,,,,
Orf,Keropeng pada mulut,Popula,Tidak nafsu makan,Kulit menebal,Radang basah,kemerahan kulit (eritema),Lesi kulit terbentuk di mulut,Radang kulit,Vesikula,,,,,,,,,,
Orf,Kulit menebal,Tidak nafsu makan,Radang kulit,kemerahan kulit (eritema),Popula,Vesikula,Lesi kulit terbentuk di mulut,Keropeng pada mulut,Radang basah,,,,,,,,,,
Orf,Lesi kulit terbentuk di mulut,Radang basah,Radang kulit,Vesikula,Keropeng pada mulut,Tidak nafsu makan,kemerahan kulit (eritema),Kulit menebal,Popula,,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Konjungtiva,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Anemia,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Tidak nafsu makan,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Demam,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Tidak nafsu makan,Anemia,Konjungtiva,Kondisi lemah,Keguguran,Urin berwarna gelap,Stres,Penurunan produksi susu,Radang otak,Kulit dan mata kekuningan,,,,,,,,,
Leptospirosis,Tidak nafsu makan,Radang otak,Keguguran,Urin berwarna gelap,Stres,Kulit dan mata kekuningan,Demam,Kondisi lemah,Anemia,Konjungtiva,Penurunan produksi susu,,,,,,,,
Leptospirosis,Keguguran,Penurunan produksi susu,Kondisi lemah,Stres,Anemia,Kulit dan mata kekuningan,Tidak nafsu makan,Urin berwarna gelap,Konjungtiva,Demam,Radang otak,,,,,,,,
Leptospirosis,Kondisi lemah,Konjungtiva,Stres,Keguguran,Kulit dan mata kekuningan,Radang otak,Tidak nafsu makan,Urin berwarna gelap,Anemia,Demam,Penurunan produksi susu,,,,,,,,
Leptospirosis,Demam,Keguguran,Urin berwarna gelap,Stres,Radang otak,Tidak nafsu makan,Konjungtiva,Kondisi lemah,Anemia,Kulit dan mata kekuningan,Penurunan produksi susu,,,,,,,,
Leptospirosis,Penurunan produksi susu,Tidak nafsu makan,Konjungtiva,Radang otak,Kondisi lemah,Keguguran,Demam,Urin berwarna gelap,Anemia,Kulit dan mata kekuningan,Stres,,,,,,,,
Leptospirosis,Kulit dan mata kekuningan,Demam,Radang otak,Konjungtiva,Anemia,Urin berwarna gelap,Tidak nafsu makan,Keguguran,Kondisi lemah,Penurunan produksi susu,Stres,,,,,,,,
Leptospirosis,Keguguran,Stres,Kulit dan mata kekuningan,Radang otak,Tidak nafsu makan,Penurunan produksi susu,Konjungtiva,Urin berwarna gelap,Kondisi lemah,Demam,Anemia,,,,,,,,
Leptospirosis,Tidak nafsu makan,Penurunan produksi susu,Stres,Anemia,Urin berwarna gelap,Radang otak,Keguguran,Kulit dan mata kekuningan,Demam,Konjungtiva,Kondisi lemah,,,,,,,,
Leptospirosis,Stres,Demam,Kondisi lemah,Tidak nafsu makan,Radang otak,Kulit dan mata kekuningan,Urin berwarna gelap,Penurunan produksi susu,Keguguran,Konjungtiva,Anemia,,,,,,,,
Leptospirosis,Kulit dan mata kekuningan,Demam,Kondisi lemah,Keguguran,Radang otak,Penurunan produksi susu,Anemia,Konjungtiva,Tidak nafsu makan,Stres,Urin berwarna gelap,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Kelumpuhan,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Berjalan sempoyongan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Stres,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Demam tinggi,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Stres,Berjalan sempoyongan,Kelumpuhan,Keguguran,Tidak nafsu makan,Terlihat gelisah,Meningitis,,,,,,,,,,,,
Listeriosis,Terlihat gelisah,Keguguran,Tidak nafsu makan,Stres,Demam tinggi,Kelumpuhan,Berjalan sempoyongan,Meningitis,,,,,,,,,,,
Listeriosis,Tidak nafsu makan,Terlihat gelisah,Demam tinggi,Keguguran,Berjalan sempoyongan,Stres,Kelumpuhan,Meningitis,,,,,,,,,,,
Listeriosis,Stres,Berjalan sempoyongan,Meningitis,Kelumpuhan,Terlihat gelisah,Demam tinggi,Tidak nafsu makan,Keguguran,,,,,,,,,,,
Listeriosis,Kelumpuhan,Demam tinggi,Keguguran,Meningitis,Stres,Terlihat gelisah,Berjalan sempoyongan,Tidak nafsu makan,,,,,,,,,,,
Listeriosis,Berjalan sempoyongan,Keguguran,Terlihat gelisah,Stres,Meningitis,Demam tinggi,Kelumpuhan,Tidak nafsu makan,,,,,,,,,,,
Listeriosis,Demam tinggi,Tidak nafsu makan,Keguguran,Terlihat gelisah,Meningitis,Kelumpuhan,Stres,Berjalan sempoyongan,,,,,,,,,,,
Listeriosis,Kelumpuhan,Tidak nafsu makan,Meningitis,Stres,Demam tinggi,Keguguran,Berjalan sempoyongan,Terlihat gelisah,,,,,,,,,,,
Listeriosis,Stres,Keguguran,Kelumpuhan,Meningitis,Berjalan sempoyongan,Demam tinggi,Terlihat gelisah,Tidak nafsu makan,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Susu bening encer,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Penurunan produksi susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Pembengkakan ambing dan puting,Perubahan warna susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Penurunan produksi susu,Perubahan warna susu,Gangren ambing,Susu bening encer,Ambing keras dan memerah,,,,,,,,,,,,,,
Mastitis,Perubahan warna susu,Pembengkakan ambing dan puting,Ambing keras dan memerah,Gangren ambing,Susu bening encer,Penurunan produksi susu,,,,,,,,,,,,,
Mastitis,Gangren ambing,Susu bening encer,Perubahan warna susu,Pembengkakan ambing dan puting,Ambing keras dan memerah,Penurunan produksi susu,,,,,,,,,,,,,
Mastitis,Susu bening encer,Perubahan warna susu,Penurunan produksi susu,Ambing keras dan memerah,Pembengkakan ambing dan puting,Gangren ambing,,,,,,,,,,,,,
Mastitis,Ambing keras dan memerah,Gangren ambing,Pembengkakan ambing dan puting,Penurunan produksi susu,Perubahan warna susu,Susu bening encer,,,,,,,,,,,,,
Mastitis,Gangren ambing,Susu bening encer,Perubahan warna susu,Pembengkakan ambing dan puting,Ambing keras dan memerah,Penurunan produksi susu,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Penurunan produksi susu,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Tubuh kurus,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Mencret,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Mencret,Tubuh kurus,Penurunan produksi susu,Suhu subnormal,Pembengkakan rahang,,,,,,,,,,,,,,
Paratuberkulosis,Mencret,Pembengkakan rahang,Tidak nafsu makan,Suhu subnormal,Tubuh kurus,Penurunan produksi susu,,,,,,,,,,,,,
Paratuberkulosis,Penurunan produksi susu,Tubuh kurus,Pembengkakan rahang,Mencret,Tidak nafsu makan,Suhu subnormal,,,,,,,,,,,,,
Paratuberkulosis,Pembengkakan rahang,Tubuh kurus,Penurunan produksi susu,Tidak nafsu makan,Mencret,Suhu subnormal,,,,,,,,,,,,,
Paratuberkulosis,Tubuh kurus,Mencret,Penurunan produksi susu,Suhu subnormal,Tidak nafsu makan,Pembengkakan rahang,,,,,,,,,,,,,
Paratuberkulosis,Tidak nafsu makan,Pembengkakan rahang,Tubuh kurus,Suhu subnormal,Penurunan produksi susu,Mencret,,,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Lakrimasi,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Photophobia,Konstriksi pupil,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Konstriksi pupil,Lakrimasi,Kekeruhan cornea mata,Kebutaan,Konjungtiva,Sekresi mata purulen,Mata lembab,Pembesaran pembuluh darah kornea,,,,,,,,,,,
Pink eye,Kebutaan,Kekeruhan cornea mata,Konjungtiva,Konstriksi pupil,Lakrimasi,Mata lembab,Pembesaran pembuluh darah kornea,Photophobia,Sekresi mata purulen,,,,,,,,,,
Pink eye,Pembesaran pembuluh darah kornea,Kebutaan,Sekresi mata purulen,Konstriksi pupil,Photophobia,Lakrimasi,Konjungtiva,Kekeruhan cornea mata,Mata lembab,,,,,,,,,,
Pink eye,Mata lembab,Kekeruhan cornea mata,Pembesaran pembuluh darah kornea,Sekresi mata purulen,Lakrimasi,Kebutaan,Photophobia,Konstriksi pupil,Konjungtiva,,,,,,,,,,
Pink eye,Kekeruhan cornea mata,Mata lembab,Sekresi mata purulen,Kebutaan,Konstriksi pupil,Pembesaran pembuluh darah kornea,Photophobia,Lakrimasi,Konjungtiva,,,,,,,,,,
Pink eye,Lakrimasi,Mata lembab,Sekresi mata purulen,Photophobia,Pembesaran pembuluh darah kornea,Kebutaan,Konjungtiva,Konstriksi pupil,Kekeruhan cornea mata,,,,,,,,,,
Pink eye,Sekresi mata purulen,Konstriksi pupil,Mata lembab,Pembesaran pembuluh darah kornea,Konjungtiva,Photophobia,Kekeruhan cornea mata,Lakrimasi,Kebutaan,,,,,,,,,,
Pink eye,Kekeruhan cornea mata,Konjungtiva,Sekresi mata purulen,Mata lembab,Lakrimasi,Pembesaran pembuluh darah kornea,Konstriksi pupil,Kebutaan,Photophobia,,,,,,,,,,
Pink eye,Pembesaran pembuluh darah kornea,Photophobia,Sekresi mata purulen,Konstriksi pupil,Mata lembab,Kekeruhan cornea mata,Konjungtiva,Lakrimasi,Kebutaan,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Penurunan produksi susu,Mencret,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Penurunan produksi susu,Mencret,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Penurunan produksi susu,Mencret,Kotoran berlendir dan berdarah,Keguguran,Dehidrasi,,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Penurunan produksi susu,Mencret,,Tubuh kurus,Dehidrasi,,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Penurunan produksi susu,Mencret,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Penurunan produksi susu,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Tidak nafsu makan,Mencret,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,,
Salmonellosis,Terlihat lesu,Demam,Penurunan produksi susu,Mencret,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,,
Salmonellosis,Terlihat lesu,Tidak nafsu makan,Penurunan produksi susu,Mencret,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,,
Salmonellosis,Demam,Tidak nafsu makan,Penurunan produksi susu,Mencret,Kotoran berlendir dan berdarah,Keguguran,Tubuh kurus,Dehidrasi,,,,,,,,,,,
Salmonellosis,Tubuh kurus,Dehidrasi,Demam,Kotoran berlendir dan berdarah,Penurunan produksi susu,Keguguran,Terlihat lesu,Mencret,Tidak nafsu makan,,,,,,,,,,
Salmonellosis,Tidak nafsu makan,Tubuh kurus,Terlihat lesu,Keguguran,Mencret,Penurunan produksi susu,Demam,Kotoran berlendir dan berdarah,Dehidrasi,,,,,,,,,,
Salmonellosis,Keguguran,Tubuh kurus,Mencret,Kotoran berlendir dan berdarah,Tidak nafsu makan,Penurunan produksi susu,Terlihat lesu,Demam,Dehidrasi,,,,,,,,,,
Salmonellosis,Tubuh kurus,Tidak nafsu makan,Kotoran berlendir dan berdarah,Keguguran,Dehidrasi,Demam,Penurunan produksi susu,Terlihat lesu,Mencret,,,,,,,,,,
Salmonellosis,Penurunan produksi susu,Tidak nafsu makan,Kotoran berlendir dan berdarah,Terlihat lesu,Demam,Keguguran,Tubuh kurus,Mencret,Dehidrasi,,,,,,,,,,
Salmonellosis,Kotoran berlendir dan berdarah,Tidak nafsu makan,Demam,Penurunan produksi susu,Tubuh kurus,Mencret,Keguguran,Dehidrasi,Terlihat lesu,,,,,,,,,,
Salmonellosis,Dehidrasi,Demam,Keguguran,Penurunan produksi susu,Kotoran berlendir dan berdarah,Tidak nafsu makan,Terlihat lesu,Tubuh kurus,Mencret,,,,,,,,,,
Salmonellosis,Tubuh kurus,Penurunan produksi susu,Tidak nafsu makan,Dehidrasi,Mencret,Kotoran berlendir dan berdarah,Terlihat lesu,Keguguran,Demam,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Kesulitan bernapas,Lesi pada alat kelamin,Batuk,Pembengkakan kelenjar limfe,Kembung rumen ,Terlihat lesu,,,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Kesulitan bernapas,Lesi pada alat kelamin,Batuk,Pembengkakan kelenjar limfe,Kembung rumen ,,,,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Kesulitan bernapas,Lesi pada alat kelamin,Batuk,Pembengkakan kelenjar limfe,Terlihat lesu,,,,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Kesulitan bernapas,Lesi pada alat kelamin,Batuk,Kembung rumen ,Terlihat lesu,,,,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Kesulitan bernapas,Lesi pada alat kelamin,Pembengkakan kelenjar limfe,Kembung rumen ,Terlihat lesu,,,,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Kesulitan bernapas,Batuk,Pembengkakan kelenjar limfe,Kembung rumen ,Terlihat lesu,,,,,,,,,,,,,
Tuberkulosis,Tubuh kurus,Lesi pada alat kelamin,Batuk,Pembengkakan kelenjar limfe,Kembung rumen ,Terlihat lesu,,,,,,,,,,,,,
Tuberkulosis,Kesulitan bernapas,Lesi pada alat kelamin,Batuk,Pembengkakan kelenjar limfe,Kembung rumen ,Terlihat lesu,,,,,,,,,,,,,
Tuberkulosis,Kembung rumen ,Pembengkakan kelenjar limfe,Batuk,Kesulitan bernapas,Terlihat lesu,Tubuh kurus,Lesi pada alat kelamin,,,,,,,,,,,,
Tuberkulosis,Kesulitan bernapas,Kembung rumen ,Tubuh kurus,Pembengkakan kelenjar limfe,Terlihat lesu,Batuk,Lesi pada alat kelamin,,,,,,,,,,,,
Tuberkulosis,Batuk,Kembung rumen ,Pembengkakan kelenjar limfe,Terlihat lesu,Lesi pada alat kelamin,Kesulitan bernapas,Tubuh kurus,,,,,,,,,,,,
Tuberkulosis,Kembung rumen ,Batuk,Terlihat lesu,Pembengkakan kelenjar limfe,Kesulitan bernapas,Tubuh kurus,Lesi pada alat kelamin,,,,,,,,,,,,
Tuberkulosis,Lesi pada alat kelamin,Terlihat lesu,Kesulitan bernapas,Kembung rumen ,Pembengkakan kelenjar limfe,Tubuh kurus,Batuk,,,,,,,,,,,,
Tuberkulosis,Kesulitan bernapas,Tubuh kurus,Terlihat lesu,Lesi pada alat kelamin,Kembung rumen ,Pembengkakan kelenjar limfe,Batuk,,,,,,,,,,,,
Aspergillosis,Tidak nafsu makan,Kelumpuhan,Kesulitan bernapas,Keguguran,Radang paru,Kejang-kejang,,,,,,,,,,,,,
Aspergillosis,Tidak nafsu makan,Kelumpuhan,Kesulitan bernapas,Keguguran,Radang paru,,,,,,,,,,,,,,
Aspergillosis,Tidak nafsu makan,Kelumpuhan,Kesulitan bernapas,Keguguran,Kejang-kejang,,,,,,,,,,,,,,
Aspergillosis,Tidak nafsu makan,Kelumpuhan,Kesulitan bernapas,Radang paru,Kejang-kejang,,,,,,,,,,,,,,
Aspergillosis,Tidak nafsu makan,Kelumpuhan,Keguguran,Radang paru,Kejang-kejang,,,,,,,,,,,,,,
Aspergillosis,Tidak nafsu makan,Kesulitan bernapas,Keguguran,Radang paru,Kejang-kejang,,,,,,,,,,,,,,
Aspergillosis,Kelumpuhan,Kesulitan bernapas,Keguguran,Radang paru,Kejang-kejang,,,,,,,,,,,,,,
Aspergillosis,Radang paru,Kelumpuhan,Keguguran,Tidak nafsu makan,Kesulitan bernapas,Kejang-kejang,,,,,,,,,,,,,
Aspergillosis,Kejang-kejang,Keguguran,Tidak nafsu makan,Radang paru,Kesulitan bernapas,Kelumpuhan,,,,,,,,,,,,,
Aspergillosis,Kelumpuhan,Tidak nafsu makan,Kejang-kejang,Kesulitan bernapas,Radang paru,Keguguran,,,,,,,,,,,,,
Aspergillosis,Kesulitan bernapas,Kejang-kejang,Tidak nafsu makan,Radang paru,Kelumpuhan,Keguguran,,,,,,,,,,,,,
Aspergillosis,Keguguran,Kejang-kejang,Tidak nafsu makan,Kesulitan bernapas,Radang paru,Kelumpuhan,,,,,,,,,,,,,
Anaplasmosis,Kematian mendadak,Demam tinggi,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Dehidrasi,Konstipasi,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Dehidrasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Tidak nafsu makan,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Kematian mendadak,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Demam tinggi,Tidak nafsu makan,Dehidrasi,Konstipasi,Kulit dan mata kekuningan,Keguguran,Anemia,Pembengkakan kelenjar limfe,Pembesaran jantung,Mukosa cepat kuning,,,,,,,,,
Anaplasmosis,Pembengkakan kelenjar limfe,Tidak nafsu makan,Mukosa cepat kuning,Demam tinggi,Konstipasi,Anemia,Kematian mendadak,Keguguran,Dehidrasi,Kulit dan mata kekuningan,Pembesaran jantung,,,,,,,,
Anaplasmosis,Anemia,Keguguran,Kematian mendadak,Pembesaran jantung,Kulit dan mata kekuningan,Tidak nafsu makan,Pembengkakan kelenjar limfe,Dehidrasi,Mukosa cepat kuning,Konstipasi,Demam tinggi,,,,,,,,
Anaplasmosis,Tidak nafsu makan,Mukosa cepat kuning,Dehidrasi,Demam tinggi,Kulit dan mata kekuningan,Kematian mendadak,Pembengkakan kelenjar limfe,Pembesaran jantung,Keguguran,Anemia,Konstipasi,,,,,,,,
Anaplasmosis,Anemia,Dehidrasi,Keguguran,Kulit dan mata kekuningan,Pembesaran jantung,Pembengkakan kelenjar limfe,Konstipasi,Mukosa cepat kuning,Demam tinggi,Tidak nafsu makan,Kematian mendadak,,,,,,,,
Anaplasmosis,Konstipasi,Anemia,Demam tinggi,Tidak nafsu makan,Mukosa cepat kuning,Dehidrasi,Keguguran,Pembesaran jantung,Kematian mendadak,Pembengkakan kelenjar limfe,Kulit dan mata kekuningan,,,,,,,,
Anaplasmosis,Tidak nafsu makan,Konstipasi,Kulit dan mata kekuningan,Pembesaran jantung,Keguguran,Anemia,Dehidrasi,Demam tinggi,Pembengkakan kelenjar limfe,Mukosa cepat kuning,Kematian mendadak,,,,,,,,
Anaplasmosis,Pembesaran jantung,Kematian mendadak,Anemia,Tidak nafsu makan,Dehidrasi,Keguguran,Demam tinggi,Pembengkakan kelenjar limfe,Kulit dan mata kekuningan,Konstipasi,Mukosa cepat kuning,,,,,,,,
